validation_loss,elbo_validation,reconstruction_loss_validation,kl_local_validation,kl_global_validation,train_loss_epoch,elbo_train,reconstruction_loss_train,kl_local_train,kl_global_train,kl_weight,train_loss_step
150.12884521484375,151.7816619873047,150.12884521484375,1.6528218984603882,0.0,164.67662048339844,166.22071838378906,164.67662048339844,1.5440925359725952,0.0,,
142.7893524169922,144.88633728027344,142.7841033935547,2.1022374629974365,0.0,157.37014770507812,159.2540283203125,157.3654327392578,1.8886009454727173,0.0,0.0024999999441206455,148.77786254882812
