kl_weight,train_loss_step,validation_loss,elbo_validation,reconstruction_loss_validation,kl_local_validation,kl_global_validation,train_loss_epoch,elbo_train,reconstruction_loss_train,kl_local_train,kl_global_train
0.0,643.8739624023438,661.5326538085938,704.699951171875,661.5326538085938,43.167266845703125,0.0,784.9017944335938,810.4221801757812,784.9017944335938,25.520397186279297,0.0
0.0024999999441206455,654.4097290039062,623.9723510742188,675.2072143554688,623.8438720703125,51.36335372924805,0.0,635.482421875,683.6565551757812,635.3616333007812,48.29494857788086,0.0
0.004999999888241291,638.39697265625,608.0234985351562,660.7675170898438,607.7584228515625,53.00910568237305,0.0,614.7294311523438,664.2985229492188,614.4802856445312,49.818260192871094,0.0
0.007499999832361937,631.904541015625,596.4610595703125,651.0029907226562,596.0489501953125,54.95404815673828,0.0,600.4754638671875,652.4144897460938,600.0828247070312,52.3316650390625,0.0
0.009999999776482582,631.5763549804688,588.5117797851562,642.3925170898438,587.967529296875,54.425010681152344,0.0,591.1297607421875,643.6561889648438,590.599365234375,53.05682373046875,0.0
0.012500000186264515,573.8908081054688,581.9600830078125,636.5487670898438,581.26904296875,55.27970886230469,0.0,583.5347290039062,635.6824951171875,582.8746337890625,52.80788040161133,0.0
0.014999999664723873,575.7262573242188,576.9268798828125,629.75927734375,576.1223754882812,53.636932373046875,0.0,577.396728515625,629.6818237304688,576.6007080078125,53.08109664916992,0.0
0.017500000074505806,552.6665649414062,573.6978759765625,625.4692993164062,572.7757568359375,52.69354248046875,0.0,573.2083129882812,624.751953125,572.2901611328125,52.4618034362793,0.0
0.019999999552965164,575.2091064453125,570.7756958007812,621.0299682617188,569.7499389648438,51.28001403808594,0.0,569.8741455078125,620.1611328125,568.8479614257812,51.31316375732422,0.0
0.02250000089406967,548.2221069335938,568.3058471679688,616.9862060546875,567.1854248046875,49.80080032348633,0.0,567.016357421875,616.0658569335938,565.8873901367188,50.17849349975586,0.0
0.02500000037252903,536.7061767578125,565.8379516601562,613.8342895507812,564.6072998046875,49.22700881958008,0.0,564.5157470703125,612.7672119140625,563.2784423828125,49.48879623413086,0.0
0.027499999850988388,573.4043579101562,563.5186157226562,611.006103515625,562.17578125,48.83033752441406,0.0,561.9007568359375,609.5851440429688,560.5523681640625,49.03279495239258,0.0
0.029999999329447746,535.677490234375,561.5444946289062,608.6865844726562,560.08642578125,48.60015106201172,0.0,559.5806274414062,606.6083374023438,558.126220703125,48.48213577270508,0.0
0.032499998807907104,541.1158447265625,559.9168090820312,605.7115478515625,558.3785400390625,47.33298873901367,0.0,557.6033325195312,604.07177734375,556.042236328125,48.02953338623047,0.0
0.03500000014901161,559.7611694335938,558.202880859375,603.629150390625,556.5553588867188,47.073822021484375,0.0,555.9410400390625,601.7452392578125,554.2797241210938,47.465492248535156,0.0
0.03750000149011612,588.77734375,556.8005981445312,600.9352416992188,555.0811767578125,45.854061126708984,0.0,554.1793823242188,600.0643310546875,552.3916625976562,47.67269515991211,0.0
0.03999999910593033,538.5126342773438,555.473876953125,598.7667236328125,553.6700439453125,45.096649169921875,0.0,552.7254028320312,596.80712890625,550.8887329101562,45.91838455200195,0.0
0.042500000447034836,549.697265625,554.3155517578125,597.0679321289062,552.4179077148438,44.65004348754883,0.0,551.352294921875,595.1340942382812,549.4091186523438,45.724971771240234,0.0
0.04500000178813934,531.858154296875,553.1014404296875,595.4370727539062,551.1065673828125,44.33049011230469,0.0,550.2039794921875,593.0670166015625,548.184326171875,44.88268280029297,0.0
0.04749999940395355,538.3871459960938,552.2509155273438,593.3363647460938,550.2020263671875,43.13435745239258,0.0,548.9252319335938,590.8248291015625,546.835693359375,43.98912048339844,0.0
0.05000000074505806,558.1483764648438,551.2730102539062,591.378173828125,549.1622314453125,42.215919494628906,0.0,547.8843383789062,589.4900512695312,545.6946411132812,43.79539489746094,0.0
0.05249999836087227,567.5237426757812,550.4763793945312,590.6705932617188,548.2493286132812,42.421268463134766,0.0,546.75341796875,587.3153076171875,544.5060424804688,42.809242248535156,0.0
0.054999999701976776,567.7334594726562,549.8970947265625,589.4073486328125,547.5975952148438,41.809722900390625,0.0,545.9523315429688,585.977783203125,543.622802734375,42.35499572753906,0.0
0.057500001043081284,537.4105224609375,549.0055541992188,587.789306640625,546.6394653320312,41.14986038208008,0.0,545.0411987304688,584.5140991210938,542.6331176757812,41.880985260009766,0.0
0.05999999865889549,553.0518798828125,548.2799682617188,586.0758056640625,545.867431640625,40.20835494995117,0.0,544.2783203125,583.0379028320312,541.8042602539062,41.233646392822266,0.0
0.0625,561.83154296875,547.6068725585938,584.6033325195312,545.140380859375,39.46294021606445,0.0,543.4059448242188,581.9808959960938,540.8344116210938,41.14651107788086,0.0
0.06499999761581421,562.2078857421875,547.1972045898438,583.6296997070312,544.6644287109375,38.965274810791016,0.0,542.6639404296875,580.1014404296875,540.0614013671875,40.040035247802734,0.0
0.06750000268220901,513.8143310546875,546.6507568359375,582.8817138671875,544.0281372070312,38.85356140136719,0.0,541.9653930664062,579.0391235351562,539.2819213867188,39.757198333740234,0.0
0.07000000029802322,544.4368896484375,546.22216796875,581.905029296875,543.536376953125,38.3686408996582,0.0,541.2652587890625,577.5924072265625,538.5308227539062,39.06157684326172,0.0
0.07249999791383743,522.3815307617188,545.7294311523438,580.6763305664062,542.9977416992188,37.67859649658203,0.0,540.7655029296875,576.7022705078125,537.956298828125,38.74594497680664,0.0
0.07500000298023224,555.9125366210938,545.1294555664062,579.0570678710938,542.3786010742188,36.678489685058594,0.0,540.1112670898438,575.1310424804688,537.27197265625,37.859066009521484,0.0
0.07750000059604645,540.7001342773438,544.4805908203125,578.334716796875,541.6364135742188,36.698326110839844,0.0,539.5213012695312,574.1148071289062,536.6150512695312,37.499778747558594,0.0
0.07999999821186066,528.1204833984375,544.30859375,576.9711303710938,541.4683837890625,35.50272750854492,0.0,538.919921875,572.969482421875,535.9591674804688,37.01030349731445,0.0
