validation_loss,elbo_validation,reconstruction_loss_validation,kl_local_validation,kl_global_validation,train_loss_epoch,elbo_train,reconstruction_loss_train,kl_local_train,kl_global_train
211.74351501464844,213.2410888671875,211.74351501464844,1.4975780248641968,0.0,224.66497802734375,226.09437561035156,224.66497802734375,1.42940092086792,0.0
212.66983032226562,214.1094207763672,212.6661834716797,1.4432438611984253,0.0,224.2808074951172,225.71371459960938,224.27720642089844,1.4365147352218628,0.0
